ReviewDate,Comments
2/17/2020 14:50,Add null check for listener
2/24/2020 13:39,No Additional Comments
1/24/2020 10:47,No Additional Comments
1/24/2020 10:47,No Additional Comments
1/24/2020 10:47,No Additional Comments
1/24/2020 10:47,No Additional Comments
1/23/2020 15:37,"Keep this code. This shows BH status in-app notification


Remove complete OFFLINE_SESSION case"
1/23/2020 15:46,"Do not remove this condition.
Replace  OFFLINE_SESSION with BH_ATTACHED"
1/24/2020 10:47,No Additional Comments
1/24/2020 10:47,No Additional Comments
1/24/2020 10:47,No Additional Comments
1/24/2020 13:35,No Additional Comments
1/24/2020 13:35,No Additional Comments
1/24/2020 13:35,No Additional Comments
1/24/2020 13:35,No Additional Comments
1/24/2020 13:35,No Additional Comments
1/24/2020 13:35,No Additional Comments
1/23/2020 12:51,No Additional Comments
1/23/2020 12:51,No Additional Comments
1/23/2020 12:51,No Additional Comments
1/23/2020 12:51,No Additional Comments
1/23/2020 12:51,No Additional Comments
1/23/2020 12:51,No Additional Comments
1/23/2020 12:51,No Additional Comments
4/2/2020 11:48,No Additional Comments
3/24/2020 16:47,@<CODE1\310212122>  Do we need this ? 
4/2/2020 11:48,No Additional Comments
3/23/2020 18:30,Remove all commented code from this block
3/23/2020 18:35,"This needs to be removed. 
Also remove Products.java file"
3/23/2020 18:36,This also needs to be removed
3/23/2020 20:09,"1. From all country product json file remove  ""Products"": [] and   ""ProductRecommendations"": []
2. Also remove all the resources like images and texts which are referred from these 2 array."
4/1/2020 17:39,"It's in a different config file which is under test code. Not really related to this story. 

It's not used any more can be deleted later point"
4/1/2020 20:06, It's recommend to check if this file is really used any where.  Please check and create another PR if required. It's not only related  to this story. There could be possibility it is used by other rules which is currently exist in  the app.
4/1/2020 17:53,Functionality Break : This should not be removed. Its not related to product recommendation.
4/1/2020 18:04,"Dead Code : 
1. remove PRODUCT_SUGGESTION_DISPLAY_FLAG in PreferenceKeys.java file
2. remove shared preference method getProductSuggestionShouldDisplay() in SharedPreferencesHelper.java file
3. Remove swich--case handling for PRODUCT_SUGGESTION_DISPLAY_FLAG in setPreference() method in SharedPreferencesHelper.java file"
4/1/2020 18:05,
4/2/2020 11:48,No Additional Comments
4/2/2020 11:48,No Additional Comments
3/31/2020 11:28,Where is this file used?
3/30/2020 12:09,"Do we need this ""productRecommendations"": true ???"
3/30/2020 12:26,"Do we need this ""productRecommendations"": true ??.  If not required remove in all the ProductsConfiguration files"
3/30/2020 13:05,Do we need Product Recommendation Consent ?.  If not Please remove that consent from every places.
3/30/2020 13:17,Please verify once Developer Checklist.
1/23/2020 14:19,No Additional Comments
1/23/2020 14:19,No Additional Comments
1/23/2020 14:19,No Additional Comments
1/23/2020 14:19,No Additional Comments
1/23/2020 14:19,No Additional Comments
1/23/2020 14:19,No Additional Comments
1/24/2020 10:38,check if we can use gson to parse
1/24/2020 10:39,check if we can use gson
1/24/2020 13:54,No Additional Comments
1/24/2020 13:54,No Additional Comments
1/23/2020 18:53,
1/24/2020 12:53,Move it to a separate method so that we get a clear understanding from the API name what this code is doing.
1/24/2020 13:00,Move it to a separate method so that we get a clear understanding from the API name what this code is doing.
1/24/2020 13:54,No Additional Comments
1/24/2020 13:54,No Additional Comments
1/24/2020 13:54,No Additional Comments
1/24/2020 10:47,No Additional Comments
1/24/2020 10:47,No Additional Comments
1/24/2020 10:47,No Additional Comments
1/23/2020 17:19,Why this change?
1/23/2020 17:21,This looks like dead code. Please check and remove
1/24/2020 10:47,No Additional Comments
1/24/2020 10:47,No Additional Comments
1/24/2020 10:47,No Additional Comments
1/23/2020 16:33,No Additional Comments
1/23/2020 16:33,No Additional Comments
1/24/2020 10:41,No Additional Comments
1/24/2020 10:41,No Additional Comments
1/24/2020 10:41,No Additional Comments
1/24/2020 10:41,No Additional Comments
1/24/2020 16:31,No Additional Comments
1/24/2020 16:31,No Additional Comments
1/24/2020 16:31,No Additional Comments
1/24/2020 16:31,No Additional Comments
1/24/2020 16:31,No Additional Comments
1/24/2020 15:45,revert gdpr changes.
1/24/2020 15:45,can you format the file?
1/24/2020 16:31,No Additional Comments
1/24/2020 16:03,No Additional Comments
1/24/2020 16:03,No Additional Comments
1/24/2020 16:03,No Additional Comments
1/24/2020 16:03,No Additional Comments
1/24/2020 16:03,No Additional Comments
1/24/2020 16:03,No Additional Comments
1/24/2020 15:31,No Additional Comments
1/24/2020 15:31,No Additional Comments
1/24/2020 15:31,No Additional Comments
1/24/2020 15:31,No Additional Comments
1/27/2020 17:15,No Additional Comments
1/27/2020 17:15,No Additional Comments
1/27/2020 17:15,No Additional Comments
1/27/2020 14:56,No Additional Comments
1/27/2020 14:56,No Additional Comments
1/27/2020 16:18,No Additional Comments
1/27/2020 16:18,No Additional Comments
1/27/2020 16:18,No Additional Comments
1/27/2020 16:18,No Additional Comments
1/27/2020 16:18,No Additional Comments
1/28/2020 15:42,No Additional Comments
1/28/2020 15:42,No Additional Comments
1/28/2020 15:42,No Additional Comments
1/27/2020 17:50,Move this method to live brushing utils and refer from every where
1/28/2020 15:42,No Additional Comments
1/28/2020 15:42,No Additional Comments
1/28/2020 15:42,No Additional Comments
1/27/2020 16:30,No Additional Comments
1/27/2020 16:30,No Additional Comments
1/27/2020 16:30,No Additional Comments
1/27/2020 17:12,No Additional Comments
1/27/2020 17:12,No Additional Comments
1/27/2020 17:12,No Additional Comments
1/27/2020 17:12,No Additional Comments
1/27/2020 17:12,No Additional Comments
1/27/2020 17:12,No Additional Comments
1/27/2020 17:12,No Additional Comments
1/28/2020 9:32,No Additional Comments
1/28/2020 9:32,No Additional Comments
1/28/2020 9:32,No Additional Comments
1/28/2020 12:21,No Additional Comments
1/28/2020 12:21,No Additional Comments
1/29/2020 11:42,No Additional Comments
1/29/2020 11:42,No Additional Comments
1/29/2020 11:42,No Additional Comments
1/29/2020 11:42,No Additional Comments
1/29/2020 15:13,No Additional Comments
1/29/2020 15:13,No Additional Comments
1/29/2020 15:13,No Additional Comments
1/29/2020 15:13,No Additional Comments
1/29/2020 17:04,No Additional Comments
1/29/2020 17:04,No Additional Comments
1/29/2020 17:04,No Additional Comments
1/30/2020 20:47,No Additional Comments
1/30/2020 20:47,No Additional Comments
1/30/2020 20:47,No Additional Comments
1/30/2020 16:26,Please add the same comment in the code
1/30/2020 20:47,No Additional Comments
1/30/2020 20:47,No Additional Comments
1/30/2020 20:47,No Additional Comments
2/3/2020 11:47,No Additional Comments
1/30/2020 20:46,staging URL are updated in SD .. so to enable testing .. we need to change it back before merging 
2/3/2020 11:47,No Additional Comments
1/30/2020 20:34,Why this is hanged to staging ?
1/30/2020 20:35,Why this is changed to staging
2/3/2020 11:47,No Additional Comments
2/14/2020 11:32,No Additional Comments
2/5/2020 13:18,call refreshLoginSessionHandler.forcedLogut()
2/5/2020 13:22,"is getHSDPUUID deprecated  for . which  @SuppressWarnings(""deprecation"") added ?"
2/10/2020 14:36,Check if we need this logic
2/10/2020 14:38,Check if we need this logic
2/10/2020 15:01,
2/10/2020 15:05,delete commented code
2/11/2020 9:43,How is it handled for OE ? Need to check
2/11/2020 9:45,How this call back handled OE ? Need to check.
2/11/2020 9:49,Need to understand how the arguments are handled
2/11/2020 9:56,Fix code alignments in all the files
2/11/2020 13:20,club both the lint options
2/11/2020 17:45,"verify the value return by this getArguments().getString(""caretype"") method.  It should not be blank."
2/14/2020 11:32,No Additional Comments
2/3/2020 11:49,No Additional Comments
2/3/2020 11:49,No Additional Comments
2/3/2020 11:49,No Additional Comments
2/3/2020 11:49,No Additional Comments
2/3/2020 11:49,No Additional Comments
2/6/2020 13:35,No Additional Comments
2/5/2020 16:50,Please check the code alignment.
2/6/2020 13:35,No Additional Comments
2/10/2020 11:49,verify the condition with the document once
2/10/2020 13:00,can be converted to local variable
2/10/2020 13:05,preprocessing of all the information(name image full name) can be postponed and can be processed on demand. plz check
2/10/2020 13:05,preprocessing of all the information(name image full name) can be postponed and can be processed on demand. plz check
2/10/2020 14:28,ringId required here? plz check
2/10/2020 14:29,
3/3/2020 11:38,No Additional Comments
2/28/2020 15:26,This variable and its corresponding methods should be removed.
2/28/2020 15:52,Give name to constant value 4
2/28/2020 15:52,Give name to constant value 4
2/28/2020 15:54,Add comments here
2/28/2020 16:00,Define what is 4?
2/28/2020 16:18,call isValidRingId API
2/28/2020 16:24,Revert this change
2/28/2020 16:26,call IsValidRingID 
2/28/2020 17:13,To analytics only english string should go. Please check.
2/28/2020 17:19,Check if this line is working correctly. because 2nd param to getStringResourceInEnglish should be string iD not string val
2/28/2020 17:26,"Is this brush head Name or brush head name string key. If not 
brush head Name rename the getter setter API and variable to brushHeadNameStringKey"
2/28/2020 17:28,"1. use API isValidRingId API.  Any other place if such conditions used please replace with this API
2. Allow support for ring ID > 15"
2/28/2020 17:30,"optimise this code. assign key to a variable and call  . getProductUrl API out side switch case.

try to use API getServiceDiscoveryNamesByModelID"
2/28/2020 17:31,"optimise this code. assign key to a variable and call  getProductUrl API out side switch case.

check API getServiceDiscoveryNamesByRingID"
2/28/2020 17:39,Do not catch any exception here
2/28/2020 17:49,use API isRingIdSupported
3/3/2020 11:38,No Additional Comments
3/3/2020 11:38,No Additional Comments
2/10/2020 14:59,Can we decompose this class to multiple classes (Every brush head can have there own class for resources name etc) which helps fewer loops and better testing and organized code? Plus if in future addition of more brush head can become easier.
2/5/2020 18:08,No Additional Comments
2/5/2020 18:08,No Additional Comments
2/5/2020 18:08,No Additional Comments
2/5/2020 18:08,No Additional Comments
2/5/2020 18:08,No Additional Comments
2/7/2020 15:16,No Additional Comments
2/7/2020 15:16,No Additional Comments
2/7/2020 15:16,No Additional Comments
2/7/2020 15:16,No Additional Comments
2/7/2020 15:16,No Additional Comments
2/7/2020 15:16,No Additional Comments
2/7/2020 15:16,No Additional Comments
2/10/2020 14:23,No Additional Comments
2/10/2020 14:23,No Additional Comments
2/10/2020 14:23,No Additional Comments
2/10/2020 14:23,No Additional Comments
2/10/2020 14:23,No Additional Comments
2/10/2020 14:23,No Additional Comments
2/10/2020 14:23,No Additional Comments
2/10/2020 19:51,No Additional Comments
2/10/2020 19:51,No Additional Comments
2/10/2020 19:51,No Additional Comments
2/10/2020 19:51,No Additional Comments
2/10/2020 19:51,No Additional Comments
2/10/2020 19:51,No Additional Comments
2/10/2020 19:51,No Additional Comments
2/10/2020 19:51,No Additional Comments
2/10/2020 15:49,No Additional Comments
2/10/2020 15:49,No Additional Comments
2/10/2020 15:49,No Additional Comments
2/10/2020 15:49,No Additional Comments
2/10/2020 15:49,No Additional Comments
2/10/2020 15:49,No Additional Comments
2/10/2020 15:49,No Additional Comments
2/11/2020 15:06,No Additional Comments
2/11/2020 15:06,No Additional Comments
2/11/2020 15:06,No Additional Comments
2/11/2020 15:06,No Additional Comments
2/11/2020 15:06,No Additional Comments
2/17/2020 13:32,No Additional Comments
2/17/2020 13:32,No Additional Comments
2/17/2020 13:32,No Additional Comments
2/17/2020 13:32,No Additional Comments
2/17/2020 13:32,No Additional Comments
2/17/2020 13:32,No Additional Comments
2/17/2020 13:32,No Additional Comments
2/13/2020 19:52,No Additional Comments
2/13/2020 16:20,please fix the build before merging 
2/13/2020 19:52,No Additional Comments
2/12/2020 15:32,Optimize the code present in getModeValue() and getModeValueForAnalytics() API
2/13/2020 19:52,No Additional Comments
2/13/2020 19:52,No Additional Comments
2/13/2020 19:52,No Additional Comments
2/13/2020 13:20,No Additional Comments
2/13/2020 13:20,No Additional Comments
2/13/2020 13:20,No Additional Comments
2/13/2020 13:20,No Additional Comments
2/13/2020 13:20,No Additional Comments
2/13/2020 13:20,No Additional Comments
2/13/2020 13:20,No Additional Comments
2/13/2020 13:20,No Additional Comments
2/12/2020 17:07,No Additional Comments
2/12/2020 17:07,No Additional Comments
2/12/2020 17:07,No Additional Comments
2/12/2020 17:07,No Additional Comments
2/12/2020 17:07,No Additional Comments
2/12/2020 17:07,No Additional Comments
2/14/2020 12:47,No Additional Comments
2/14/2020 12:47,No Additional Comments
2/14/2020 12:47,No Additional Comments
2/14/2020 12:47,No Additional Comments
2/14/2020 12:47,No Additional Comments
2/14/2020 11:05,No Additional Comments
2/14/2020 11:05,No Additional Comments
2/14/2020 11:05,No Additional Comments
2/13/2020 13:22,Fix the code alignment
2/13/2020 14:00,Fix the code alignment
2/13/2020 14:00,Fix the code alignment
2/13/2020 14:01,Fix the code alignment
2/13/2020 14:02,Fix the code alignment
2/13/2020 14:02,Fix the code alignment
2/13/2020 14:02,Fix the code alignment
2/14/2020 11:05,No Additional Comments
2/14/2020 11:05,No Additional Comments
2/14/2020 11:05,No Additional Comments
2/14/2020 11:05,No Additional Comments
2/19/2020 15:56,No Additional Comments
2/19/2020 15:32,Required analytics tag to track the amount of time branch is taking to complete the initialisation.
2/19/2020 15:56,No Additional Comments
2/19/2020 15:56,No Additional Comments
2/19/2020 15:56,No Additional Comments
2/20/2020 7:39,No Additional Comments
2/20/2020 7:39,No Additional Comments
2/20/2020 7:39,No Additional Comments
2/20/2020 7:39,No Additional Comments
2/20/2020 7:39,No Additional Comments
2/20/2020 7:39,No Additional Comments
2/20/2020 7:39,No Additional Comments
2/20/2020 7:39,No Additional Comments
2/24/2020 10:34,No Additional Comments
2/24/2020 10:34,No Additional Comments
2/24/2020 10:34,No Additional Comments
2/24/2020 10:34,No Additional Comments
2/24/2020 14:44,No Additional Comments
2/24/2020 14:44,No Additional Comments
2/24/2020 14:44,No Additional Comments
2/24/2020 14:44,No Additional Comments
2/24/2020 14:44,No Additional Comments
2/24/2020 14:44,No Additional Comments
2/24/2020 14:44,No Additional Comments
2/24/2020 14:44,No Additional Comments
2/24/2020 14:44,No Additional Comments
3/2/2020 12:06,No Additional Comments
3/2/2020 12:06,No Additional Comments
3/2/2020 12:06,No Additional Comments
3/2/2020 12:06,No Additional Comments
2/28/2020 15:17,No Additional Comments
2/28/2020 13:35,Fix the alignment in all files
2/28/2020 15:17,No Additional Comments
3/2/2020 11:38,No Additional Comments
3/2/2020 11:38,No Additional Comments
3/2/2020 11:38,No Additional Comments
3/2/2020 11:38,No Additional Comments
3/2/2020 11:38,No Additional Comments
3/9/2020 13:29,No Additional Comments
3/2/2020 14:34,
2/28/2020 15:32,Is this required?
3/9/2020 13:29,No Additional Comments
3/11/2020 10:16,No Additional Comments
3/11/2020 10:16,No Additional Comments
3/11/2020 10:16,No Additional Comments
3/9/2020 0:01,why pending intent cancel removed ?
3/10/2020 23:13,not required. Alarm cancel will take care of it.
3/9/2020 0:03,Are we able to reproduce this issue ? If yes did we verify that fix is working ? Please provide the details.
3/10/2020 23:13,yes.
3/11/2020 10:16,No Additional Comments
3/11/2020 10:16,No Additional Comments
3/11/2020 10:16,No Additional Comments
3/11/2020 10:16,No Additional Comments
2/26/2020 18:26,No Additional Comments
2/26/2020 18:26,No Additional Comments
2/26/2020 18:26,No Additional Comments
3/2/2020 11:31,No Additional Comments
3/2/2020 11:31,No Additional Comments
2/28/2020 12:04,Move this piece of code to a different method to avoid the code duplication.
2/28/2020 12:05,Rename this API
2/28/2020 12:57,Deregister listener when fragment destroyed.
2/28/2020 14:48,30 move to a constant variable (CONFIG_DOWNLOAD_TIME_OUT). 
3/2/2020 11:31,No Additional Comments
3/2/2020 11:31,No Additional Comments
3/2/2020 11:31,No Additional Comments
3/2/2020 11:31,No Additional Comments
3/2/2020 11:31,No Additional Comments
3/2/2020 11:31,No Additional Comments
3/3/2020 15:02,No Additional Comments
3/3/2020 15:02,No Additional Comments
3/3/2020 15:02,No Additional Comments
3/3/2020 15:02,No Additional Comments
3/3/2020 15:02,No Additional Comments
3/2/2020 13:37,Please add the same changes in country_products.json  two other locations:  androidTest/assets and test/resources. 
3/3/2020 15:02,No Additional Comments
3/3/2020 15:02,No Additional Comments
3/9/2020 11:18,No Additional Comments
3/9/2020 11:18,No Additional Comments
3/9/2020 11:18,No Additional Comments
3/4/2020 12:44,Add Nebraska strings
3/4/2020 12:44,Add Nebraska strings
3/9/2020 11:18,No Additional Comments
3/9/2020 11:18,No Additional Comments
3/9/2020 11:18,No Additional Comments
3/9/2020 11:18,No Additional Comments
3/4/2020 12:22,No Additional Comments
3/4/2020 12:22,No Additional Comments
3/4/2020 12:22,No Additional Comments
3/4/2020 12:22,No Additional Comments
3/4/2020 12:22,No Additional Comments
3/4/2020 12:22,No Additional Comments
3/4/2020 12:22,No Additional Comments
3/4/2020 12:22,No Additional Comments
3/4/2020 10:27,No Additional Comments
3/4/2020 10:27,No Additional Comments
3/4/2020 10:27,No Additional Comments
3/4/2020 13:24,No Additional Comments
3/4/2020 13:24,No Additional Comments
3/4/2020 13:24,No Additional Comments
3/4/2020 13:24,No Additional Comments
3/4/2020 13:24,No Additional Comments
3/4/2020 13:24,No Additional Comments
3/4/2020 17:48,No Additional Comments
3/4/2020 17:48,No Additional Comments
3/6/2020 13:17,No Additional Comments
3/6/2020 13:17,No Additional Comments
3/6/2020 13:17,No Additional Comments
3/6/2020 13:17,No Additional Comments
3/6/2020 13:17,No Additional Comments
3/6/2020 13:17,No Additional Comments
3/5/2020 12:48,No Additional Comments
3/5/2020 12:48,No Additional Comments
3/5/2020 12:48,No Additional Comments
3/5/2020 12:48,No Additional Comments
3/6/2020 14:35,No Additional Comments
3/6/2020 14:35,No Additional Comments
3/6/2020 14:35,No Additional Comments
3/6/2020 14:35,No Additional Comments
3/6/2020 14:35,No Additional Comments
3/6/2020 14:35,No Additional Comments
3/6/2020 11:25,Revert this line.
3/6/2020 14:35,No Additional Comments
3/6/2020 11:10,Please remove all unused resources
3/10/2020 15:19,No Additional Comments
3/8/2020 23:11,Remove all the drawables mentioned in this array
3/8/2020 23:11,Remove all the drawables mentioned in this array
3/8/2020 23:11,Remove all the drawables mentioned in this array
3/8/2020 23:13,Delete these drawables
3/9/2020 13:35,Remove all corresponding strings from other local string.xml files
3/10/2020 15:19,No Additional Comments
3/10/2020 15:19,No Additional Comments
3/10/2020 15:19,No Additional Comments
3/8/2020 22:01,No Additional Comments
3/8/2020 22:01,No Additional Comments
3/8/2020 22:01,No Additional Comments
3/8/2020 22:01,No Additional Comments
3/8/2020 22:01,No Additional Comments
3/8/2020 22:01,No Additional Comments
3/8/2020 22:01,No Additional Comments
3/8/2020 22:01,No Additional Comments
3/20/2020 15:44,"check if we can replace this deprecated method ""getHSDPUUID()"""
4/3/2020 12:07,No Additional Comments
4/3/2020 12:07,No Additional Comments
4/3/2020 12:07,No Additional Comments
4/3/2020 12:07,No Additional Comments
4/3/2020 12:07,No Additional Comments
4/3/2020 12:07,No Additional Comments
4/3/2020 12:07,No Additional Comments
3/9/2020 14:58,plz check whether toLowerCase useful now?
3/10/2020 14:31,create a constant for date format so we can reuse it.
3/18/2020 23:31,No Additional Comments
3/9/2020 13:23,"What was the problem with updateTime.toLowerCase() ?
 I do not see any difference when compared with API toLowerCase(Locale.getDefault())"
3/10/2020 14:24,Refactor these 3 methods as they contains duplicate lines.
3/16/2020 16:42,Do pSelect and p initialisation in constructor. Remove from onDraw.
3/18/2020 23:31,Good finding.  I have moved this comment to below PR for fix. https://tfsemea1.ta.philips.com/tfs/TPC_Region28/POHC/_git/TuscanyAndroidProduction/pullrequest/4631?_a=overview. 
3/18/2020 23:31,No Additional Comments
3/17/2020 22:37,"Just verify one time as DateFormat.MEDIUM is different for different Locale
for example
Locale FRENCH = 22 nov. 2018
Locale GERMANY = 22.11.2018
Locale CHINESE = 2018-11-22
Locale CANADA = 22-Nov-2018
Locale ITALY = 22-nov-2018
Locale TAIWAN = 2018/11/22"
3/18/2020 13:12,Please revert these changes
3/18/2020 16:54,Discussed with Santanu. 
3/17/2020 22:55,Can you please replace + with the latest version so in future we can keep of core-ktx library updates.
3/18/2020 23:31,No Additional Comments
3/10/2020 13:22,No Additional Comments
3/10/2020 13:22,No Additional Comments
3/10/2020 13:22,No Additional Comments
3/17/2020 15:21,No Additional Comments
3/17/2020 15:21,No Additional Comments
3/17/2020 15:21,No Additional Comments
3/17/2020 15:21,No Additional Comments
3/16/2020 13:41,Rather than creating a log Can you create funnels for it? So we will get to know if users flow in the same path or not and on which point it breaks?
3/16/2020 16:12,"Not with Crashlytics but we can do with adobe as its analytics.

https://docs.adobe.com/content/help/en/analytics/components/variables/dimensions-reports/reports-conversion-funnel.html"
3/17/2020 13:08,Sure. We will explore that later on.
3/17/2020 15:21,No Additional Comments
10/10/2019 16:45,No Additional Comments
10/10/2019 16:45,No Additional Comments
10/11/2019 11:19,No Additional Comments
10/11/2019 11:19,No Additional Comments
10/11/2019 11:19,No Additional Comments
10/11/2019 11:19,No Additional Comments
10/11/2019 12:07,No Additional Comments
10/11/2019 12:07,No Additional Comments
10/11/2019 12:07,No Additional Comments
10/11/2019 12:50,No Additional Comments
10/11/2019 12:50,No Additional Comments
10/11/2019 12:50,No Additional Comments
10/11/2019 12:50,No Additional Comments
10/11/2019 12:50,No Additional Comments
10/11/2019 12:51,No Additional Comments
10/11/2019 12:51,No Additional Comments
10/11/2019 12:51,No Additional Comments
10/11/2019 14:49,No Additional Comments
10/11/2019 14:49,No Additional Comments
10/11/2019 14:49,No Additional Comments
10/11/2019 19:10,No Additional Comments
10/11/2019 19:10,No Additional Comments
10/11/2019 19:10,No Additional Comments
10/12/2019 9:54,No Additional Comments
10/12/2019 9:54,No Additional Comments
10/12/2019 9:54,No Additional Comments
10/14/2019 11:30,please add comments  as reminder why this version is different from other components with this defect number 
10/15/2019 11:31,No Additional Comments
10/15/2019 11:31,No Additional Comments
10/14/2019 15:19,No Additional Comments
10/14/2019 15:19,No Additional Comments
10/14/2019 15:19,No Additional Comments
10/14/2019 16:07,No Additional Comments
10/14/2019 16:07,No Additional Comments
10/14/2019 16:07,No Additional Comments
10/14/2019 16:07,No Additional Comments
10/14/2019 16:07,No Additional Comments
10/17/2019 12:28,No Additional Comments
10/17/2019 12:28,No Additional Comments
10/17/2019 12:28,No Additional Comments
10/17/2019 12:28,No Additional Comments
10/17/2019 12:30,No Additional Comments
10/17/2019 12:30,No Additional Comments
10/17/2019 12:30,No Additional Comments
10/16/2019 15:41,this isca you please check if this is required with IOS 
10/17/2019 13:37,No Additional Comments
10/17/2019 13:37,No Additional Comments
10/16/2019 15:06,No Additional Comments
10/16/2019 15:06,No Additional Comments
10/16/2019 15:06,No Additional Comments
10/16/2019 15:06,No Additional Comments
10/16/2019 15:06,No Additional Comments
10/17/2019 12:28,No Additional Comments
10/17/2019 12:28,No Additional Comments
10/17/2019 12:28,No Additional Comments
10/18/2019 7:58,No Additional Comments
10/18/2019 7:58,No Additional Comments
10/18/2019 7:58,No Additional Comments
10/18/2019 7:58,No Additional Comments
10/21/2019 10:51,No Additional Comments
10/21/2019 10:51,No Additional Comments
10/21/2019 10:51,No Additional Comments
10/21/2019 10:51,No Additional Comments
10/21/2019 10:51,No Additional Comments
10/21/2019 12:15,No Additional Comments
10/21/2019 12:15,No Additional Comments
10/21/2019 12:15,No Additional Comments
10/22/2019 14:35,No Additional Comments
10/22/2019 14:32,Waiting for Rama's confirmation. 
10/22/2019 14:35,No Additional Comments
10/22/2019 12:20,No Additional Comments
10/22/2019 12:20,No Additional Comments
10/22/2019 12:20,No Additional Comments
10/22/2019 12:20,No Additional Comments
10/22/2019 12:20,No Additional Comments
10/22/2019 12:20,No Additional Comments
10/22/2019 14:23,No Additional Comments
10/22/2019 14:23,No Additional Comments
10/22/2019 14:23,No Additional Comments
10/22/2019 14:23,No Additional Comments
10/22/2019 14:23,No Additional Comments
10/22/2019 14:43,No Additional Comments
10/22/2019 14:43,No Additional Comments
10/22/2019 14:43,No Additional Comments
10/22/2019 14:43,No Additional Comments
10/22/2019 14:43,No Additional Comments
10/22/2019 16:44,No Additional Comments
10/22/2019 16:44,No Additional Comments
10/22/2019 16:44,No Additional Comments
10/22/2019 16:44,No Additional Comments
10/22/2019 17:21,No Additional Comments
10/22/2019 17:21,No Additional Comments
10/22/2019 17:21,No Additional Comments
10/22/2019 17:21,No Additional Comments
10/22/2019 17:21,No Additional Comments
10/24/2019 11:42,No Additional Comments
10/24/2019 11:42,No Additional Comments
10/24/2019 11:42,No Additional Comments
10/23/2019 14:02,No Additional Comments
10/23/2019 14:02,No Additional Comments
10/23/2019 14:02,No Additional Comments
10/23/2019 14:02,No Additional Comments
10/23/2019 14:02,No Additional Comments
10/23/2019 14:02,No Additional Comments
10/24/2019 14:55,No Additional Comments
10/24/2019 14:55,No Additional Comments
10/24/2019 14:55,No Additional Comments
10/24/2019 14:55,No Additional Comments
10/24/2019 14:37,No Additional Comments
10/24/2019 14:37,No Additional Comments
10/24/2019 11:52,Resolve the conflicts
10/24/2019 16:02,No Additional Comments
10/24/2019 16:02,No Additional Comments
10/24/2019 16:02,No Additional Comments
10/24/2019 16:02,No Additional Comments
10/25/2019 12:28,No Additional Comments
10/25/2019 12:28,No Additional Comments
10/25/2019 12:28,No Additional Comments
10/25/2019 12:28,No Additional Comments
10/25/2019 12:28,No Additional Comments
10/25/2019 12:28,No Additional Comments
10/25/2019 12:29,No Additional Comments
10/25/2019 12:29,No Additional Comments
10/25/2019 12:29,No Additional Comments
10/25/2019 15:58,No Additional Comments
10/25/2019 15:58,No Additional Comments
10/25/2019 15:58,No Additional Comments
10/25/2019 15:58,No Additional Comments
10/25/2019 16:27,No Additional Comments
10/25/2019 16:27,No Additional Comments
10/25/2019 16:27,No Additional Comments
10/25/2019 16:27,No Additional Comments
10/28/2019 11:04,No Additional Comments
10/28/2019 11:04,No Additional Comments
10/28/2019 11:04,No Additional Comments
10/28/2019 11:04,No Additional Comments
10/28/2019 11:04,No Additional Comments
10/29/2019 11:25,No Additional Comments
10/29/2019 11:25,No Additional Comments
10/29/2019 11:25,No Additional Comments
10/29/2019 11:25,No Additional Comments
10/29/2019 11:25,No Additional Comments
10/29/2019 11:25,No Additional Comments
10/30/2019 11:57,No Additional Comments
10/30/2019 11:57,No Additional Comments
10/30/2019 11:57,No Additional Comments
10/30/2019 12:40,No Additional Comments
10/30/2019 12:40,No Additional Comments
10/30/2019 12:40,No Additional Comments
10/30/2019 12:40,No Additional Comments
10/30/2019 16:49,No Additional Comments
10/30/2019 16:49,No Additional Comments
10/30/2019 16:49,No Additional Comments
11/5/2019 9:17,No Additional Comments
11/5/2019 9:17,No Additional Comments
11/5/2019 9:17,No Additional Comments
11/5/2019 9:17,No Additional Comments
11/5/2019 9:17,No Additional Comments
11/5/2019 9:17,No Additional Comments
11/5/2019 9:17,No Additional Comments
10/31/2019 12:45,No Additional Comments
10/31/2019 12:45,No Additional Comments
10/31/2019 12:45,No Additional Comments
10/31/2019 12:45,No Additional Comments
10/31/2019 12:45,No Additional Comments
10/31/2019 12:45,No Additional Comments
10/31/2019 12:45,No Additional Comments
11/4/2019 12:54,No Additional Comments
11/4/2019 12:54,No Additional Comments
11/4/2019 12:54,No Additional Comments
11/4/2019 13:15,No Additional Comments
11/4/2019 13:15,No Additional Comments
11/4/2019 13:15,No Additional Comments
11/4/2019 13:15,No Additional Comments
2/5/2020 13:04,No Additional Comments
2/5/2020 13:04,No Additional Comments
2/3/2020 17:43,Need to understand why this change
2/3/2020 17:45,I need to understand why this change
2/5/2020 13:04,No Additional Comments
2/5/2020 13:04,No Additional Comments
11/11/2019 11:52,No Additional Comments
11/11/2019 11:52,No Additional Comments
11/5/2019 16:07,No Additional Comments
11/5/2019 16:07,No Additional Comments
11/8/2019 13:39,No Additional Comments
11/8/2019 13:39,No Additional Comments
11/8/2019 13:39,No Additional Comments
11/5/2019 17:34,No Additional Comments
11/6/2019 8:20,No Additional Comments
11/6/2019 8:20,No Additional Comments
11/6/2019 8:20,No Additional Comments
11/6/2019 8:20,No Additional Comments
11/5/2019 17:42,No Additional Comments
11/5/2019 17:42,No Additional Comments
11/5/2019 17:42,No Additional Comments
